Company,Stand Info,Country,Description,Keywords,combined_text,competitor
MOSCOW EXPORT CENTRE,"Stand No- 3D-30,3D-20, Hall 3",United Arab Emirates,Profex is a trusted and go to partner to expand and promote its event business in Eurasia. The company supports major event organizers to retain and grow participation of major and fastly growing businesses from CIS representing v ...,,MOSCOW EXPORT CENTRE  Profex is a trusted and go to partner to expand and promote its event business in Eurasia. The company supports major event organizers to retain and grow participation of major and fastly growing businesses from CIS representing v ...,1
MTDS ONLINE SERVICES,"Stand No- 5A-5, Hall 5",Morocco,"MTDS is a technology solutions provider to individuals, businesses and institutions in Morocco and the developing world In the 90’s when Internet began transforming communications and economies worldwide, MTDS was at the forefr ...","Cloud Services, Cloud Management & Optimisation, Cloud Management Platform, Cloud Service Provider - CSP, Consultancy, Cybersecurity, Data as a Service - DAAS, Hosting, Infrastructure as a Service - IaaS, Internet Service Provider - ISP","MTDS ONLINE SERVICES Cloud Services, Cloud Management & Optimisation, Cloud Management Platform, Cloud Service Provider - CSP, Consultancy, Cybersecurity, Data as a Service - DAAS, Hosting, Infrastructure as a Service - IaaS, Internet Service Provider - ISP MTDS is a technology solutions provider to individuals  businesses and institutions in   and the developing world In the 90’s when Internet began transforming communications and economies worldwide  MTDS was at the forefr ...",7
MULTYCOMM,"Stand No- 21J-13, 21J-14, Hall 21",India,"MultyComm leads the way in telecommunications, committed to transforming how businesses connect and collaborate. We specialize in tailored solutions for global enterprises. From top-tier cloud telephony to unified communications, ...","Cloud Services, 5G & Telecommunications, Converged / Unified Communications, Communication Equipment, IP Communications & Applications, Service Providers, Telecommunication Integration & Equipment Services, Cloud Management Platform, Networks, Open Source","MULTYCOMM Cloud Services, 5G & Telecommunications, Converged / Unified Communications, Communication Equipment, IP Communications & Applications, Service Providers, Telecommunication Integration & Equipment Services, Cloud Management Platform, Networks, Open Source MultyComm leads the way in telecommunications  committed to transforming how businesses connect and collaborate. We specialize in tailored solutions for global enterprises. From top-tier cloud telephony to unified communications  ...",8
MUNISYS,"Stand No- 5C-30, Hall 5",Morocco,"We are an IT infrastructure solutions integrator, and by always keeping pace with the fast evolving progress in the digital realm, we offer integration, support and managed services capabilities across all major digital infrastruc ...","Cyber security, 3D Printing & Printing Services, Manufacturing preparation / pre-processing - Material handling, storage & logistics, Quality Management / Metrology - 3D metrology or measurement, Cloud Security, Data Governance, Risk & Compliance, Endpoint Protection & Mobile Security, Internet of Things (IoT) Security, Network & Infrastructure Security, Operations Security","MUNISYS Cyber security, 3D Printing & Printing Services, Manufacturing preparation / pre-processing - Material handling, storage & logistics, Quality Management / Metrology - 3D metrology or measurement, Cloud Security, Data Governance, Risk & Compliance, Endpoint Protection & Mobile Security, Internet of Things (IoT) Security, Network & Infrastructure Security, Operations Security We are an IT infrastructure solutions integrator  and by always keeping pace with the fast evolving progress in the digital realm  we offer integration  support and managed services capabilities across all major digital infrastruc ...",6
MUSANED FOR INFORMARTION TECHNOLOGY,"Stand No- 4D-23, Hall 4",Saudi Arabia,Soon to update,,MUSANED FOR INFORMARTION TECHNOLOGY  Soon to update,3
MUSKA,"Stand No- 9K-4, Hall 9",Cape Verde,Muska is a dynamic company focused on revolutionizing the music industry through a digital platform that serves both as a marketplace and a social media network. Its mission is to foster direct interactions between artists and the ...,"Creative Economy, Music, Performing Arts, Video","MUSKA Creative Economy, Music, Performing Arts, Video Muska is a dynamic company focused on revolutionizing the music industry through a digital platform that serves both as a marketplace and a social media network. Its mission is to foster direct interactions between artists and the ...",1
MY ACCOUNTS ONLINE SOFTWARE PVT. LTD.,"Stand No- 8M-07, Hall 8",India,"RetailCliq.com revolutionizes retail management with cutting-edge AI technology, RF ID, and barcode billing systems. e-sign, Business Intelligence, Seamlessly integrated with online and physical stores, it offers a comprehensive o ...","Software Services, Retail Tech, HealthTech, Coding and Development, Artificial Intelligence, Artificial Intelligence, Cloud Computing, Enterprise Applications, Web Development, Healthcare IT","MY ACCOUNTS ONLINE SOFTWARE PVT. LTD. Software Services, Retail Tech, HealthTech, Coding and Development, Artificial Intelligence, Artificial Intelligence, Cloud Computing, Enterprise Applications, Web Development, Healthcare IT RetailCliq.com revolutionizes retail management with cutting-edge AI technology  RF ID  and barcode billing systems. e-sign  Business Intelligence  Seamlessly integrated with online and physical stores  it offers a comprehensive o ...",9
N+ONE DATACENTERS,"Stand No- 12B-40, Hall 12",Morocco,"N+ONE DATACENTERS, is a recognized leader in the colocation and online services industry, with an impressive track record of providing top-notch support to businesses across various industries seeking to outsource their critical i ...",,N+ONE DATACENTERS  N+ONE DATACENTERS  is a recognized leader in the colocation and online services industry  with an impressive track record of providing top-notch support to businesses across various industries seeking to outsource their critical i ...,3
NABADY,"Stand No- 17B-20, Hall 17",Morocco,"Bien plus qu’un outil de prise de RDV, Nabady optimise et renforce la communication avec vos patients, en assurant une meilleure continuité des soins.","HealthTech, Healthcare IT, Other Business","NABADY HealthTech, Healthcare IT, Other Business Bien plus qu’un outil de prise de RDV  Nabady optimise et renforce la communication avec vos patients  en assurant une meilleure continuité des soins.",2
NAJDA,"Stand No- 9H-25, Hall 9",Morocco,"Accessing doctor home visits is typically challenging due to slow response times, lack of availability, complex access, and unclear pricing. We are addressing this by offering doctor home visits within minutes anytime, anywhere. T ...","HealthTech, Dealers and Distributors Healthcare, Healthcare IT, Medical Practice, Medical Travel, Other Business","NAJDA HealthTech, Dealers and Distributors Healthcare, Healthcare IT, Medical Practice, Medical Travel, Other Business Accessing doctor home visits is typically challenging due to slow response times  lack of availability  complex access  and unclear pricing. We are addressing this by offering doctor home visits within minutes anytime  anywhere. T ...",2
NEO TECH IT,"Stand No- 4E-1, Hall 4",Morocco,"Neo Tech iT is a prominent software development company specializing in custom web and mobile app solutions for B2B clients. Our adept professionals excel in software architecture, testing automation, and QA, ensuring functional, ...",,NEO TECH IT  Neo Tech iT is a prominent software development company specializing in custom web and mobile app solutions for B2B clients. Our adept professionals excel in software architecture  testing automation  and QA  ensuring functional  ...,6
NEOLEAN,"Stand No- 8E-01, Hall 8",Senegal,"With our products, we are democratising access to quality training leading to qualifications and diplomas. Neolean Academy is the 1st 100% online African school offering international degree courses from Bachelor to Master. Certy ...","Education Tech, Performance management, Mobile learning solutions, Management and business skills, Learning strategy, Educational Support & Other Service, Coaching and mentoring, Certification & Licensing, Blended learning, Assessment and testing","NEOLEAN Education Tech, Performance management, Mobile learning solutions, Management and business skills, Learning strategy, Educational Support & Other Service, Coaching and mentoring, Certification & Licensing, Blended learning, Assessment and testing With our products  we are democratising access to quality training leading to qualifications and diplomas. Neolean Academy is the 1st 100% online African school offering international degree courses from Bachelor to Master. Certy ...",8
NEOLLI,"Stand No- 21F-23, Hall 21",Morocco,"Neolli: The B2B Marketplace for Authentic Handmade Goods, Bridging Artisans and Global Professionals By harnessing digital, logistical and operational expertise, Neolli emboldens artisans to engage customers and deliver industry- ...",,NEOLLI  Neolli: The B2B Marketplace for Authentic Handmade Goods  Bridging Artisans and Global Professionals By harnessing digital  logistical and operational expertise  Neolli emboldens artisans to engage customers and deliver industry- ...,1
